"Notes","Residence State","Residence State Code","MMWR Week","MMWR Week Code","MCD - ICD Sub-Chapter","MCD - ICD Sub-Chapter Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval
,"South Carolina","45","2019 Week 50 ending December 14, 2019","2019/50","Renal failure","N17-N19",42,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2019 Week 51 ending December 21, 2019","2019/51","Renal failure","N17-N19",56,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2019 Week 52 ending December 28, 2019","2019/52","Renal failure","N17-N19",54,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2020 Week 01 ending January 04, 2020","2020/01","Renal failure","N17-N19",49,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2020 Week 02 ending January 11, 2020","2020/02","Renal failure","N17-N19",74,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2020 Week 03 ending January 18, 2020","2020/03","Renal failure","N17-N19",52,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2020 Week 04 ending January 25, 2020","2020/04","Renal failure","N17-N19",51,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2020 Week 05 ending February 01, 2020","2020/05","Renal failure","N17-N19",37,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2020 Week 06 ending February 08, 2020","2020/06","Renal failure","N17-N19",47,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2020 Week 07 ending February 15, 2020","2020/07","Renal failure","N17-N19",46,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2020 Week 08 ending February 22, 2020","2020/08","Renal failure","N17-N19",46,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2020 Week 09 ending February 29, 2020","2020/09","Renal failure","N17-N19",53,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2020 Week 10 ending March 07, 2020","2020/10","Renal failure","N17-N19",47,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2020 Week 11 ending March 14, 2020","2020/11","Renal failure","N17-N19",48,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2020 Week 12 ending March 21, 2020","2020/12","Renal failure","N17-N19",47,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2020 Week 13 ending March 28, 2020","2020/13","Renal failure","N17-N19",51,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2020 Week 14 ending April 04, 2020","2020/14","Renal failure","N17-N19",44,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2020 Week 15 ending April 11, 2020","2020/15","Renal failure","N17-N19",45,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2020 Week 16 ending April 18, 2020","2020/16","Renal failure","N17-N19",53,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2020 Week 17 ending April 25, 2020","2020/17","Renal failure","N17-N19",62,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2020 Week 18 ending May 02, 2020","2020/18","Renal failure","N17-N19",49,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2020 Week 19 ending May 09, 2020","2020/19","Renal failure","N17-N19",56,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2020 Week 20 ending May 16, 2020","2020/20","Renal failure","N17-N19",38,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2020 Week 21 ending May 23, 2020","2020/21","Renal failure","N17-N19",50,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2020 Week 22 ending May 30, 2020","2020/22","Renal failure","N17-N19",50,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2020 Week 23 ending June 06, 2020","2020/23","Renal failure","N17-N19",57,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2020 Week 24 ending June 13, 2020","2020/24","Renal failure","N17-N19",50,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2020 Week 25 ending June 20, 2020","2020/25","Renal failure","N17-N19",44,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2020 Week 26 ending June 27, 2020","2020/26","Renal failure","N17-N19",49,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2020 Week 27 ending July 04, 2020","2020/27","Renal failure","N17-N19",44,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2020 Week 28 ending July 11, 2020","2020/28","Renal failure","N17-N19",49,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2020 Week 29 ending July 18, 2020","2020/29","Renal failure","N17-N19",59,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2020 Week 30 ending July 25, 2020","2020/30","Renal failure","N17-N19",52,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2020 Week 31 ending August 01, 2020","2020/31","Renal failure","N17-N19",53,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2020 Week 32 ending August 08, 2020","2020/32","Renal failure","N17-N19",59,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2020 Week 33 ending August 15, 2020","2020/33","Renal failure","N17-N19",59,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2020 Week 34 ending August 22, 2020","2020/34","Renal failure","N17-N19",53,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2020 Week 35 ending August 29, 2020","2020/35","Renal failure","N17-N19",68,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2020 Week 36 ending September 05, 2020","2020/36","Renal failure","N17-N19",47,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2020 Week 37 ending September 12, 2020","2020/37","Renal failure","N17-N19",44,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2020 Week 38 ending September 19, 2020","2020/38","Renal failure","N17-N19",64,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2020 Week 39 ending September 26, 2020","2020/39","Renal failure","N17-N19",52,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2020 Week 40 ending October 03, 2020","2020/40","Renal failure","N17-N19",52,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2020 Week 41 ending October 10, 2020","2020/41","Renal failure","N17-N19",64,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2020 Week 42 ending October 17, 2020","2020/42","Renal failure","N17-N19",62,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2020 Week 43 ending October 24, 2020","2020/43","Renal failure","N17-N19",54,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2020 Week 44 ending October 31, 2020","2020/44","Renal failure","N17-N19",57,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2020 Week 45 ending November 07, 2020","2020/45","Renal failure","N17-N19",48,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2020 Week 46 ending November 14, 2020","2020/46","Renal failure","N17-N19",53,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2020 Week 47 ending November 21, 2020","2020/47","Renal failure","N17-N19",43,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2020 Week 48 ending November 28, 2020","2020/48","Renal failure","N17-N19",62,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2020 Week 49 ending December 05, 2020","2020/49","Renal failure","N17-N19",59,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2020 Week 50 ending December 12, 2020","2020/50","Renal failure","N17-N19",64,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2020 Week 51 ending December 19, 2020","2020/51","Renal failure","N17-N19",51,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2020 Week 52 ending December 26, 2020","2020/52","Renal failure","N17-N19",65,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2020 Week 53 ending January 02, 2021","2020/53","Renal failure","N17-N19",72,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2021 Week 01 ending January 09, 2021","2021/01","Renal failure","N17-N19",58,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2021 Week 02 ending January 16, 2021","2021/02","Renal failure","N17-N19",60,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2021 Week 03 ending January 23, 2021","2021/03","Renal failure","N17-N19",71,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2021 Week 04 ending January 30, 2021","2021/04","Renal failure","N17-N19",61,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2021 Week 05 ending February 06, 2021","2021/05","Renal failure","N17-N19",83,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2021 Week 06 ending February 13, 2021","2021/06","Renal failure","N17-N19",54,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2021 Week 07 ending February 20, 2021","2021/07","Renal failure","N17-N19",39,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2021 Week 08 ending February 27, 2021","2021/08","Renal failure","N17-N19",41,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2021 Week 09 ending March 06, 2021","2021/09","Renal failure","N17-N19",40,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2021 Week 10 ending March 13, 2021","2021/10","Renal failure","N17-N19",45,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2021 Week 11 ending March 20, 2021","2021/11","Renal failure","N17-N19",40,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2021 Week 12 ending March 27, 2021","2021/12","Renal failure","N17-N19",38,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2021 Week 13 ending April 03, 2021","2021/13","Renal failure","N17-N19",34,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2021 Week 14 ending April 10, 2021","2021/14","Renal failure","N17-N19",44,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2021 Week 15 ending April 17, 2021","2021/15","Renal failure","N17-N19",40,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2021 Week 16 ending April 24, 2021","2021/16","Renal failure","N17-N19",28,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2021 Week 17 ending May 01, 2021","2021/17","Renal failure","N17-N19",42,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2021 Week 18 ending May 08, 2021","2021/18","Renal failure","N17-N19",40,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2021 Week 19 ending May 15, 2021","2021/19","Renal failure","N17-N19",42,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2021 Week 20 ending May 22, 2021","2021/20","Renal failure","N17-N19",33,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2021 Week 21 ending May 29, 2021","2021/21","Renal failure","N17-N19",30,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2021 Week 22 ending June 05, 2021","2021/22","Renal failure","N17-N19",37,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2021 Week 23 ending June 12, 2021","2021/23","Renal failure","N17-N19",40,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2021 Week 24 ending June 19, 2021","2021/24","Renal failure","N17-N19",33,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2021 Week 25 ending June 26, 2021","2021/25","Renal failure","N17-N19",45,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2021 Week 26 ending July 03, 2021","2021/26","Renal failure","N17-N19",35,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2021 Week 27 ending July 10, 2021","2021/27","Renal failure","N17-N19",36,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2021 Week 28 ending July 17, 2021","2021/28","Renal failure","N17-N19",39,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2021 Week 29 ending July 24, 2021","2021/29","Renal failure","N17-N19",42,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2021 Week 30 ending July 31, 2021","2021/30","Renal failure","N17-N19",37,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2021 Week 31 ending August 07, 2021","2021/31","Renal failure","N17-N19",36,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2021 Week 32 ending August 14, 2021","2021/32","Renal failure","N17-N19",40,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2021 Week 33 ending August 21, 2021","2021/33","Renal failure","N17-N19",48,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2021 Week 34 ending August 28, 2021","2021/34","Renal failure","N17-N19",58,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2021 Week 35 ending September 04, 2021","2021/35","Renal failure","N17-N19",47,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2021 Week 36 ending September 11, 2021","2021/36","Renal failure","N17-N19",55,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2021 Week 37 ending September 18, 2021","2021/37","Renal failure","N17-N19",51,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2021 Week 38 ending September 25, 2021","2021/38","Renal failure","N17-N19",46,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2021 Week 39 ending October 02, 2021","2021/39","Renal failure","N17-N19",51,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2021 Week 40 ending October 09, 2021","2021/40","Renal failure","N17-N19",40,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2021 Week 41 ending October 16, 2021","2021/41","Renal failure","N17-N19",41,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2021 Week 42 ending October 23, 2021","2021/42","Renal failure","N17-N19",38,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2021 Week 43 ending October 30, 2021","2021/43","Renal failure","N17-N19",43,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2021 Week 44 ending November 06, 2021","2021/44","Renal failure","N17-N19",45,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2021 Week 45 ending November 13, 2021","2021/45","Renal failure","N17-N19",59,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2021 Week 46 ending November 20, 2021","2021/46","Renal failure","N17-N19",36,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2021 Week 47 ending November 27, 2021","2021/47","Renal failure","N17-N19",47,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2021 Week 48 ending December 04, 2021","2021/48","Renal failure","N17-N19",51,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2021 Week 49 ending December 11, 2021","2021/49","Renal failure","N17-N19",44,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2021 Week 50 ending December 18, 2021","2021/50","Renal failure","N17-N19",45,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2021 Week 51 ending December 25, 2021","2021/51","Renal failure","N17-N19",45,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Carolina","45","2021 Week 52 ending January 01, 2022","2021/52","Renal failure","N17-N19",54,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2018 Week 01 ending January 06, 2018","2018/01","Renal failure","N17-N19",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2018 Week 02 ending January 13, 2018","2018/02","Renal failure","N17-N19",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2018 Week 03 ending January 20, 2018","2018/03","Renal failure","N17-N19",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2018 Week 04 ending January 27, 2018","2018/04","Renal failure","N17-N19",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2018 Week 05 ending February 03, 2018","2018/05","Renal failure","N17-N19",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2018 Week 06 ending February 10, 2018","2018/06","Renal failure","N17-N19",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2018 Week 07 ending February 17, 2018","2018/07","Renal failure","N17-N19",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2018 Week 08 ending February 24, 2018","2018/08","Renal failure","N17-N19",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2018 Week 09 ending March 03, 2018","2018/09","Renal failure","N17-N19",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2018 Week 10 ending March 10, 2018","2018/10","Renal failure","N17-N19",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2018 Week 11 ending March 17, 2018","2018/11","Renal failure","N17-N19",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2018 Week 12 ending March 24, 2018","2018/12","Renal failure","N17-N19",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2018 Week 13 ending March 31, 2018","2018/13","Renal failure","N17-N19",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2018 Week 14 ending April 07, 2018","2018/14","Renal failure","N17-N19",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2018 Week 15 ending April 14, 2018","2018/15","Renal failure","N17-N19",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2018 Week 16 ending April 21, 2018","2018/16","Renal failure","N17-N19",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2018 Week 17 ending April 28, 2018","2018/17","Renal failure","N17-N19",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2018 Week 18 ending May 05, 2018","2018/18","Renal failure","N17-N19",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2018 Week 19 ending May 12, 2018","2018/19","Renal failure","N17-N19",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2018 Week 20 ending May 19, 2018","2018/20","Renal failure","N17-N19",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2018 Week 21 ending May 26, 2018","2018/21","Renal failure","N17-N19",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2018 Week 22 ending June 02, 2018","2018/22","Renal failure","N17-N19",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2018 Week 23 ending June 09, 2018","2018/23","Renal failure","N17-N19",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2018 Week 24 ending June 16, 2018","2018/24","Renal failure","N17-N19",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2018 Week 25 ending June 23, 2018","2018/25","Renal failure","N17-N19",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2018 Week 26 ending June 30, 2018","2018/26","Renal failure","N17-N19",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2018 Week 27 ending July 07, 2018","2018/27","Renal failure","N17-N19",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2018 Week 28 ending July 14, 2018","2018/28","Renal failure","N17-N19",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2018 Week 29 ending July 21, 2018","2018/29","Renal failure","N17-N19",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2018 Week 30 ending July 28, 2018","2018/30","Renal failure","N17-N19",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2018 Week 31 ending August 04, 2018","2018/31","Renal failure","N17-N19",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2018 Week 32 ending August 11, 2018","2018/32","Renal failure","N17-N19",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2018 Week 33 ending August 18, 2018","2018/33","Renal failure","N17-N19",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2018 Week 34 ending August 25, 2018","2018/34","Renal failure","N17-N19",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2018 Week 35 ending September 01, 2018","2018/35","Renal failure","N17-N19",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2018 Week 36 ending September 08, 2018","2018/36","Renal failure","N17-N19",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2018 Week 37 ending September 15, 2018","2018/37","Renal failure","N17-N19",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2018 Week 38 ending September 22, 2018","2018/38","Renal failure","N17-N19",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2018 Week 39 ending September 29, 2018","2018/39","Renal failure","N17-N19",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2018 Week 40 ending October 06, 2018","2018/40","Renal failure","N17-N19",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2018 Week 41 ending October 13, 2018","2018/41","Renal failure","N17-N19",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2018 Week 42 ending October 20, 2018","2018/42","Renal failure","N17-N19",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2018 Week 43 ending October 27, 2018","2018/43","Renal failure","N17-N19",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2018 Week 44 ending November 03, 2018","2018/44","Renal failure","N17-N19",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2018 Week 45 ending November 10, 2018","2018/45","Renal failure","N17-N19",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2018 Week 46 ending November 17, 2018","2018/46","Renal failure","N17-N19",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2018 Week 47 ending November 24, 2018","2018/47","Renal failure","N17-N19",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2018 Week 48 ending December 01, 2018","2018/48","Renal failure","N17-N19",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2018 Week 49 ending December 08, 2018","2018/49","Renal failure","N17-N19",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2018 Week 50 ending December 15, 2018","2018/50","Renal failure","N17-N19",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2018 Week 51 ending December 22, 2018","2018/51","Renal failure","N17-N19",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2018 Week 52 ending December 29, 2018","2018/52","Renal failure","N17-N19",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2019 Week 01 ending January 05, 2019","2019/01","Renal failure","N17-N19",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2019 Week 02 ending January 12, 2019","2019/02","Renal failure","N17-N19",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2019 Week 03 ending January 19, 2019","2019/03","Renal failure","N17-N19",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2019 Week 04 ending January 26, 2019","2019/04","Renal failure","N17-N19",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2019 Week 05 ending February 02, 2019","2019/05","Renal failure","N17-N19",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2019 Week 06 ending February 09, 2019","2019/06","Renal failure","N17-N19",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2019 Week 07 ending February 16, 2019","2019/07","Renal failure","N17-N19",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2019 Week 08 ending February 23, 2019","2019/08","Renal failure","N17-N19",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2019 Week 09 ending March 02, 2019","2019/09","Renal failure","N17-N19",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2019 Week 10 ending March 09, 2019","2019/10","Renal failure","N17-N19",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2019 Week 11 ending March 16, 2019","2019/11","Renal failure","N17-N19",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2019 Week 12 ending March 23, 2019","2019/12","Renal failure","N17-N19",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2019 Week 13 ending March 30, 2019","2019/13","Renal failure","N17-N19",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2019 Week 14 ending April 06, 2019","2019/14","Renal failure","N17-N19",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2019 Week 15 ending April 13, 2019","2019/15","Renal failure","N17-N19",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2019 Week 16 ending April 20, 2019","2019/16","Renal failure","N17-N19",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2019 Week 17 ending April 27, 2019","2019/17","Renal failure","N17-N19",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2019 Week 18 ending May 04, 2019","2019/18","Renal failure","N17-N19",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2019 Week 19 ending May 11, 2019","2019/19","Renal failure","N17-N19",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2019 Week 20 ending May 18, 2019","2019/20","Renal failure","N17-N19",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"South Dakota","46","2019 Week 21 ending May 25, 2019","2019/21","Renal failure","N17-N19",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
